2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
485955.85,485928.7471,549646.5929,573461.3082,631390.0507,712915.8388,727155.9798,743497.6628,743465.1722,733330.8996,668854,659041.7864,646790.6845,650728.2847,672308.6236,638865.158,660714.8397,670516.3238,680463.2096,711463.7586
