2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
558887,0,0,0,0,772966,0,0,0,0,563011,935006,944568.3816,954130.7632,556623.2984,539507.4691,557959.0411,567779.2161,577772.2278,588728.459,626513.452
