2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050
18.942,19.974,21.006,22.106,22.743,24.142,24.081,24.237,25.571,26.862,27.727,28.31222397,28.90980006,29.51998898,30.19,31.2,33.2,36,36.63005376,37.2711344,37.92343492,38.72851388,39.55068392,40.39030785,41.24775622,42.12340741,42.81806416,43.52417648,44.2419333,44.97152664,45.7131517,46.65658049,47.61947978,48.60225141,49.60530549,50.62906063,51.35311468,52.08752355,52.8324353,53.58800017,54.35437048,55.26647854,56.19389247,57.13686914,58.09566966,59.0705596
