2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
12266.31613,13913.17591,12234.96543,11392.83635,11337.01108,14732.27908,14934.07842,16211.40497,15385.64441,16127.4996,13375,12064.69685,13217.58813,13298.05556,13354.57699,12775.31642,13212.24211,13412.27426,13615.33488,13873.52098
