2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
1.401,1.02,1.158,1.204,0.75,1.109,0.993,1.045,1.075,1.097,0.896,0.896,0.896,0.896,0.899808317,0.853577842,0.882770864,0.89942377,0.916390824,0.899
