2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
72425.06463,75570.73925,76020.23636,84878.68865,83896.07723,101044.5987,113330.5494,118611.2794,116526.0833,116067.7716,119229,110418.3609,121335.2148,122073.892,122592.7492,117370.8454,121385.0189,122992.3841,124621.0338,121989
